Subject:	P
Date:	06/29/2015
Stage:	K27: 75 degrees
Device:	Knob
Device Position:	1.250000
Constraint:	None
Trial Initiation Threshold:	5.00 degrees (total)
Hit Threshold:	75.00 degrees (total)
Hit Window:	2.00 s

Overall Hit Rate:	97.89%
Hits:	186
Misses:	4
Mean Max Turn Distance for Session:	93.36 degrees (total)
Standard Deviation:	12.72
Max of Signal (deg):	115.500000
Min of Signal (deg):	1.000000
Mean Peak Velocity (deg/10ms):	4.892690
Mean Peak Acceleration (deg/10ms^2):	0.832309
Mean Number of Turns:	1.205263
Mean Latency to Hit (ms):	131.704301
Total Mean Turn Distance (deg):	87.444539

Trial 	Time		Outcome		degrees		Hit Thres	Peak Vel	Peak Accel	# of Turns	Latency to hit	Avg turn distance
1	10:29:13	H		86.75		75.00		4.65		1.47		1.00		125.00		86.75
2	10:29:19	H		89.75		75.00		5.99		1.45		2.00		155.00		48.35
3	10:29:25	M		52.25		75.00		2.38		0.47		2.00		NaN		34.10
4	10:29:29	H		77.50		75.00		3.89		1.03		1.00		133.00		77.50
5	10:29:35	H		102.75		75.00		4.00		1.35		1.00		126.00		102.25
6	10:29:41	H		89.00		75.00		3.30		1.36		2.00		135.00		65.55
7	10:29:47	H		78.50		75.00		2.17		0.32		4.00		275.00		31.34
8	10:29:55	H		101.50		75.00		4.17		0.91		2.00		160.00		54.93
9	10:30:02	H		88.00		75.00		5.44		0.83		1.00		120.00		87.70
10	10:30:08	H		104.75		75.00		4.69		1.61		3.00		121.00		81.50
11	10:30:17	H		83.25		75.00		5.79		1.44		1.00		115.00		83.25
12	10:30:24	H		83.25		75.00		3.91		0.69		1.00		126.00		83.00
13	10:30:31	H		79.75		75.00		2.71		0.55		1.00		135.00		79.55
14	10:30:38	H		90.25		75.00		3.37		0.86		1.00		128.00		90.10
15	10:30:44	H		99.75		75.00		4.67		0.95		1.00		124.00		99.60
16	10:30:49	M		32.50		75.00		1.37		0.42		2.00		NaN		19.65
17	10:30:54	H		86.25		75.00		5.14		0.81		1.00		119.00		86.05
18	10:30:59	H		100.75		75.00		3.38		1.36		1.00		125.00		100.50
19	10:31:05	H		81.75		75.00		5.42		0.69		1.00		128.00		81.60
20	10:31:14	H		83.25		75.00		5.61		0.82		1.00		117.00		83.25
21	10:31:20	H		93.25		75.00		4.50		0.89		1.00		121.00		93.00
22	10:31:26	H		83.50		75.00		4.13		0.67		1.00		127.00		83.45
23	10:31:31	H		94.00		75.00		5.23		0.71		1.00		118.00		93.85
24	10:31:37	H		86.25		75.00		4.62		1.07		1.00		125.00		86.10
25	10:31:43	H		81.25		75.00		4.97		0.53		1.00		128.00		81.10
